age,annual_income,employment_status,credit_score,loan_amount,debt_to_income_ratio,late_payments_12m,credit_utilization,savings_rate,avg_monthly_transactions,default
59,59057.04,Unemployed,650,19268.18,0.364,0,0.121,-0.041,78,0
29,42732.08,Unemployed,607,13123.99,0.269,1,0.0,0.125,30,1
26,59804.67,Self-Employed,722,9307.25,0.453,1,0.173,0.169,29,0
59,51588.14,Employed,648,19059.76,0.326,1,0.426,-0.02,34,0
35,62862.79,Employed,651,23732.01,0.534,0,0.413,0.045,39,0
59,25158.44,Employed,663,11031.21,0.093,1,0.393,0.028,39,0
47,66652.71,Employed,746,8188.02,0.359,0,0.527,0.225,39,0
70,81903.8,Self-Employed,815,11296.42,0.356,0,0.406,0.207,14,0
47,57553.82,Employed,757,13240.81,0.397,1,0.61,0.172,34,0
64,66211.4,Employed,681,29349.78,0.561,1,0.567,0.131,45,0
63,46399.33,Employed,613,22387.75,0.145,0,0.0,0.17,17,0
31,76547.46,Self-Employed,730,14735.76,0.141,1,0.419,0.147,15,1
70,50646.41,Employed,805,46185.19,0.297,0,0.353,0.227,27,0
58,27612.65,Employed,755,14459.84,0.066,1,0.46,0.103,38,0
26,73873.4,Employed,696,34484.54,0.696,1,0.347,-0.098,44,0
21,21653.6,Retired,643,30722.72,0.49,2,0.045,0.061,47,0
34,56465.77,Self-Employed,706,29448.11,0.428,0,0.501,0.144,22,0
21,40452.7,Employed,767,17902.52,0.467,0,0.553,0.074,7,0
38,39180.6,Unemployed,697,15836.2,0.541,0,0.0,0.195,59,0
70,53422.88,Employed,672,14810.5,0.258,1,0.78,0.033,54,0
44,34384.32,Employed,628,24589.98,0.296,0,0.607,0.172,28,0
22,63329.28,Employed,850,9194.95,0.401,1,0.202,-0.017,46,0
45,50432.86,Employed,613,12609.77,0.274,0,0.158,0.127,39,0
31,36002.84,Self-Employed,606,40142.02,0.211,0,0.444,0.035,32,1
63,95711.12,Employed,692,21461.86,0.271,0,0.428,-0.007,62,0
25,54306.07,Unemployed,665,26172.56,0.407,1,0.536,0.095,25,0
59,67198.11,Employed,757,7096.15,0.487,0,0.508,0.003,14,0
43,99537.96,Employed,759,11393.2,0.159,1,0.529,0.162,37,0
21,98724.58,Employed,589,18039.15,0.322,0,0.156,0.071,26,0
54,65505.72,Self-Employed,623,14401.9,0.342,1,0.369,0.107,38,0
43,42136.55,Employed,614,7078.3,0.141,0,0.476,0.096,31,0
59,23984.14,Employed,739,23291.72,0.417,2,0.348,0.145,24,0
51,54357.91,Employed,712,28182.52,0.334,0,0.542,0.044,32,0
60,84735.69,Employed,652,12441.46,0.209,1,0.637,0.19,12,0
44,58521.96,Employed,696,23799.95,0.278,0,0.218,0.264,12,0
21,12000.0,Unemployed,596,49884.0,0.43,0,0.392,0.011,31,1
27,75737.68,Employed,624,36871.57,0.497,0,0.284,0.228,41,1
43,78100.33,Employed,582,12780.1,0.401,0,0.307,0.056,10,0
40,42166.82,Self-Employed,691,7615.08,0.636,1,0.039,0.06,42,0
60,80352.69,Unemployed,691,16951.22,0.517,2,0.491,0.168,28,0
41,67102.91,Self-Employed,606,60366.12,0.433,0,1.0,0.012,41,0
64,34795.61,Employed,712,32952.81,0.245,0,0.492,0.148,39,0
30,92563.54,Retired,759,14710.86,0.52,1,0.904,0.144,50,0
40,26010.65,Employed,603,37697.45,0.235,0,0.684,0.094,33,1
58,47637.6,Employed,656,29769.09,0.462,0,0.234,0.091,10,0
27,45319.78,Employed,719,4723.66,0.0,1,0.493,0.057,66,0
37,32444.33,Employed,680,27916.7,0.276,1,0.573,0.158,36,1
58,57062.19,Employed,577,15855.26,0.14,0,0.561,0.069,37,0
50,94389.44,Retired,647,8778.41,0.307,1,0.241,0.189,33,0
59,91479.57,Employed,644,15595.71,0.119,1,0.446,0.192,56,0
46,70391.8,Employed,667,18931.11,0.354,0,0.768,-0.016,17,0
63,20994.98,Employed,670,9168.51,0.42,0,0.058,-0.006,14,1
64,25135.18,Employed,797,13739.93,0.252,0,0.627,0.085,25,0
69,53267.65,Self-Employed,664,12106.82,0.302,1,0.66,0.025,41,0
27,48188.83,Retired,551,23793.16,0.383,2,0.023,0.045,24,0
50,38214.11,Self-Employed,687,12322.31,0.343,0,0.262,0.035,24,0
26,127091.38,Retired,811,5324.34,0.552,0,0.339,0.254,18,0
32,51685.37,Employed,667,11288.05,0.247,2,0.593,0.192,48,0
36,64293.02,Employed,647,8368.19,0.431,0,0.402,0.033,40,0
53,80333.9,Employed,657,6792.59,0.389,0,0.279,-0.054,47,0
42,50386.53,Self-Employed,724,29978.01,0.112,1,0.417,0.054,27,0
64,179069.82,Employed,657,23912.07,0.363,1,0.495,-0.003,34,0
35,30632.41,Employed,566,8265.43,0.337,0,0.365,0.157,46,0
51,36205.42,Employed,630,6893.76,0.276,0,0.758,0.105,23,0
59,30594.86,Employed,675,13882.88,0.616,0,0.407,0.054,50,0
70,107079.75,Self-Employed,720,6673.61,0.543,0,0.563,0.093,41,0
33,73206.75,Retired,636,12768.56,0.236,1,0.167,0.008,54,0
57,37343.87,Employed,658,15402.87,0.445,1,0.48,0.081,49,0
25,31826.73,Employed,683,17724.3,0.462,1,0.288,0.231,10,0
48,97972.81,Employed,622,18107.5,0.372,1,0.289,0.045,26,0
41,58738.1,Employed,673,9242.41,0.185,0,0.739,0.108,2,0
68,99231.32,Employed,715,15403.28,0.207,1,0.255,0.037,6,0
59,47568.47,Employed,591,31835.26,0.429,1,0.287,0.036,20,1
67,63308.04,Employed,703,4195.37,0.426,1,0.02,0.166,55,0
63,56960.53,Self-Employed,598,17951.3,0.307,0,0.205,0.001,35,0
41,35880.32,Unemployed,600,7280.89,0.547,2,0.027,0.085,42,0
57,45612.08,Employed,630,34280.65,0.574,2,0.659,0.03,27,0
22,27115.16,Self-Employed,782,24105.74,0.572,1,0.481,0.21,30,0
48,62758.76,Self-Employed,551,23649.29,0.573,0,0.577,0.045,45,0
23,71727.13,Employed,645,8848.21,0.348,0,0.502,-0.002,32,0
57,80425.02,Employed,678,17297.14,0.15,0,0.189,0.087,32,0
69,68409.87,Employed,768,18492.26,0.302,2,0.58,0.087,43,0
55,45976.93,Employed,826,3559.17,0.333,1,0.358,0.188,19,0
62,106509.06,Employed,648,16121.45,0.256,0,0.528,0.056,38,0
32,76584.83,Employed,720,21331.95,0.293,1,0.0,0.134,38,0
70,98152.06,Retired,673,6320.59,0.177,1,0.137,0.02,8,1
48,101279.91,Retired,672,21188.0,0.457,0,0.245,0.187,18,0
54,46036.98,Employed,700,15674.5,0.594,0,0.467,0.171,25,0
59,59512.39,Self-Employed,561,33818.42,0.707,1,0.053,0.144,28,1
52,72206.3,Retired,676,11523.46,0.387,0,0.9,0.167,42,0
36,27596.08,Employed,714,16425.47,0.324,0,0.678,0.121,21,0
51,27903.67,Employed,616,18119.81,0.344,1,0.686,0.109,21,0
53,25599.91,Self-Employed,714,2739.33,0.554,0,0.716,0.008,44,0
63,46441.56,Retired,550,11935.28,0.552,0,0.52,0.046,49,0
45,41495.55,Self-Employed,687,15549.42,0.314,1,0.152,0.167,50,0
46,23912.69,Employed,781,3590.69,0.531,1,0.501,0.164,18,0
46,52821.79,Self-Employed,664,22126.45,0.374,1,0.292,0.171,21,0
26,46732.29,Employed,607,15545.43,0.24,0,0.349,0.066,9,0
25,88532.07,Employed,573,15492.89,0.327,1,0.588,0.234,2,0
22,134119.91,Employed,709,22758.95,0.605,5,0.276,0.086,16,0
54,61588.18,Self-Employed,750,11539.11,0.458,2,0.265,0.137,25,0
41,34602.62,Employed,676,15153.55,0.274,1,0.611,0.322,38,0
64,67735.26,Employed,645,24811.24,0.491,1,0.22,0.059,47,0
56,49249.35,Self-Employed,535,15264.5,0.457,3,0.332,0.157,33,0
28,43474.83,Employed,689,4884.05,0.304,3,0.381,-0.021,56,0
26,31862.96,Unemployed,628,15228.69,0.238,2,0.528,0.07,21,0
39,38866.58,Employed,633,15342.18,0.183,4,0.561,0.148,55,0
67,44851.15,Employed,801,25345.21,0.103,3,0.254,0.051,22,0
23,73280.38,Employed,545,12016.78,0.252,2,0.032,0.103,42,0
30,63291.91,Retired,555,8210.92,0.323,1,0.681,0.118,38,0
22,122123.5,Retired,697,8227.06,0.539,1,0.0,0.113,53,0
41,68676.96,Employed,651,35086.39,0.474,0,0.489,-0.076,57,1
70,60605.9,Self-Employed,641,17563.06,0.379,0,0.39,0.279,20,0
55,42061.36,Self-Employed,700,34027.39,0.069,2,0.458,0.011,2,0
45,29180.87,Employed,699,37114.05,0.394,0,0.468,0.036,32,0
28,36866.31,Employed,607,9450.98,0.103,0,0.348,-0.03,41,0
38,34547.16,Unemployed,636,9027.42,0.481,0,0.382,0.018,35,1
47,13623.43,Employed,684,13675.86,0.485,1,0.473,0.094,79,0
34,29604.57,Retired,693,21346.47,0.358,1,0.459,0.179,43,0
56,109218.41,Employed,716,6368.12,0.473,2,0.0,0.048,43,0
70,58941.46,Retired,636,19398.27,0.502,1,0.385,0.108,15,0
31,40608.72,Retired,706,18817.62,0.366,2,0.576,0.123,27,0
33,59828.65,Employed,751,7515.74,0.328,1,0.241,0.007,42,0
27,18458.82,Employed,684,7675.56,0.151,1,0.502,-0.052,40,0
57,56446.52,Self-Employed,672,19277.59,0.297,0,0.625,0.02,36,0
44,92850.52,Retired,662,51216.04,0.201,1,0.421,0.203,54,0
35,46140.3,Employed,634,12370.66,0.199,1,0.427,0.032,25,0
31,20211.46,Employed,610,17995.01,0.24,1,0.102,0.037,41,0
24,39856.06,Self-Employed,658,10270.15,0.056,2,0.38,0.122,25,0
44,92932.71,Employed,714,17015.72,0.497,1,0.509,0.146,78,0
55,55788.04,Employed,613,10145.35,0.383,1,0.304,0.003,24,0
32,24121.17,Employed,674,12640.21,0.524,2,0.315,0.153,66,0
21,160141.74,Retired,666,64181.27,0.47,3,0.514,0.133,31,0
44,26189.03,Employed,813,15744.45,0.425,2,0.478,0.048,25,0
54,43414.02,Retired,734,5776.17,0.469,2,0.503,-0.056,34,0
38,29181.99,Employed,733,21713.87,0.373,0,0.055,0.157,18,0
33,29202.19,Retired,749,29073.94,0.546,1,0.493,0.122,21,0
28,39101.83,Employed,639,22143.53,0.274,0,0.048,0.108,60,0
58,67378.08,Self-Employed,783,13278.96,0.347,0,0.341,-0.018,42,0
64,93457.84,Unemployed,692,8515.0,0.308,0,0.827,0.275,49,0
59,40413.37,Self-Employed,677,8641.52,0.653,1,0.525,0.012,28,0
46,29582.2,Employed,589,13176.07,0.255,1,0.472,0.049,45,0
57,62275.27,Employed,650,11847.94,0.543,2,0.216,0.171,37,0
40,63195.08,Employed,548,10562.53,0.145,2,0.739,0.101,24,0
22,55281.2,Employed,661,30613.31,0.365,0,0.468,0.109,83,0
39,56267.36,Self-Employed,637,25660.3,0.323,0,0.0,-0.003,14,0
56,46337.96,Retired,650,31577.38,0.197,1,0.25,-0.009,36,0
53,51486.53,Self-Employed,576,9200.17,0.25,1,0.46,0.125,43,1
70,44764.67,Employed,733,8497.45,0.425,0,0.35,0.061,40,0
70,83710.68,Employed,724,15466.46,0.3,2,0.638,0.246,28,0
33,149377.17,Employed,807,18939.17,0.205,2,0.152,0.001,25,0
21,53628.0,Employed,805,15412.13,0.485,3,0.438,0.063,40,0
34,48859.98,Unemployed,692,18180.55,0.347,2,0.262,0.11,24,0
64,55710.88,Employed,757,38216.88,0.4,2,0.435,0.06,52,0
61,35278.86,Employed,700,12951.49,0.514,1,0.279,0.032,39,0
25,71861.02,Self-Employed,648,23963.39,0.582,1,0.413,0.102,32,0
29,61119.62,Employed,659,20146.37,0.007,0,0.732,0.258,37,0
49,39726.15,Employed,728,15633.84,0.334,0,0.052,0.044,43,0
54,76959.41,Employed,850,23309.63,0.098,3,0.853,-0.033,55,0
70,49488.46,Employed,768,9313.57,0.759,1,1.0,0.14,41,0
58,30181.12,Employed,698,8254.85,0.373,0,0.289,0.067,38,0
31,58442.71,Employed,716,19143.57,0.496,0,0.708,0.014,49,0
22,55187.75,Self-Employed,716,5525.8,0.256,1,0.597,0.146,14,0
52,79237.83,Employed,673,20068.87,0.297,2,0.569,0.134,27,0
48,74293.11,Employed,737,7503.31,0.515,1,0.232,0.042,33,0
67,46415.41,Self-Employed,668,36708.28,0.427,0,0.192,-0.036,22,1
49,38714.0,Employed,604,11640.44,0.602,0,0.295,0.17,46,0
46,49063.56,Employed,716,35310.61,0.225,0,0.306,0.042,36,0
36,58785.73,Employed,726,13010.46,0.317,3,0.129,0.118,18,0
25,62434.74,Employed,669,12681.2,0.427,0,0.227,0.087,16,0
64,56994.28,Employed,703,24823.61,0.45,0,0.621,0.138,35,0
62,46845.91,Retired,752,17602.22,0.413,0,0.74,0.116,45,0
29,80693.11,Employed,676,14185.55,0.152,2,0.2,0.203,36,0
56,34991.1,Employed,646,11585.83,0.209,0,0.937,0.151,74,0
39,169346.42,Employed,627,11652.47,0.401,0,0.084,-0.059,32,0
42,71792.49,Employed,661,60750.0,0.119,0,0.139,0.07,26,0
63,27896.52,Self-Employed,795,5403.61,0.217,0,0.0,0.11,55,0
63,53777.73,Self-Employed,665,7175.89,0.356,0,0.003,0.067,40,0
30,72138.4,Retired,707,29915.47,0.234,1,0.651,0.194,55,0
36,41163.84,Employed,656,28598.77,0.384,1,0.294,0.136,56,0
62,23212.08,Employed,649,8488.77,0.337,0,0.39,-0.053,30,1
66,29157.52,Self-Employed,614,5159.25,0.232,0,0.32,0.07,26,0
24,64282.74,Employed,688,31678.6,0.235,1,0.104,0.101,46,0
62,20387.8,Employed,641,7878.73,0.542,1,0.007,0.036,23,0
45,23749.76,Employed,776,10996.53,0.408,1,0.0,0.154,28,0
50,64113.96,Employed,672,15641.33,0.387,4,0.318,0.144,6,0
24,43858.57,Unemployed,677,7757.66,0.358,1,0.47,0.131,33,0
55,34617.33,Unemployed,666,25710.64,0.214,3,0.165,0.158,57,0
54,38278.13,Self-Employed,708,14951.38,0.265,0,0.0,0.207,36,0
54,23496.18,Employed,792,8697.4,0.0,0,0.573,0.166,10,0
60,62456.57,Self-Employed,602,9169.57,0.255,2,0.602,0.164,66,0
68,32752.29,Self-Employed,701,32150.62,0.257,1,0.056,0.098,25,0
63,37501.04,Self-Employed,562,12490.8,0.432,1,0.101,0.054,36,0
58,58302.05,Employed,772,21347.35,0.26,0,0.536,0.264,40,0
70,43117.59,Retired,672,14676.6,0.468,1,0.0,0.133,48,0
54,34464.1,Employed,568,5152.68,0.311,1,0.062,0.023,42,0
54,18129.23,Employed,584,23111.98,0.372,0,0.686,0.094,33,0
48,58906.87,Unemployed,741,28122.05,0.345,0,0.248,0.072,35,0
59,50995.69,Retired,555,44598.65,0.455,0,0.374,0.166,25,1
24,37846.97,Retired,701,4720.42,0.531,2,0.105,0.075,19,0
46,29181.8,Employed,648,2219.26,0.202,1,0.618,-0.023,30,0
42,49334.61,Self-Employed,665,21664.93,0.614,1,0.347,0.147,58,0
66,62332.35,Employed,629,10305.22,0.221,1,0.588,0.057,19,0
24,51476.44,Self-Employed,609,6260.38,0.322,1,0.248,-0.085,15,0
53,111194.12,Employed,643,15748.79,0.271,1,0.111,0.172,38,0
30,69730.09,Employed,723,11275.86,0.576,2,0.336,-0.005,50,0
65,46460.53,Retired,658,6865.65,0.191,0,0.176,0.021,25,0
63,70908.06,Unemployed,712,14049.24,0.458,0,0.248,0.106,20,0
32,50228.16,Employed,662,20741.7,0.019,0,0.174,0.111,41,0
64,50141.1,Employed,726,16398.71,0.472,0,0.082,0.057,38,0
45,93730.78,Employed,711,16473.44,0.321,0,0.532,0.129,58,0
69,31287.41,Employed,639,19265.2,0.294,0,0.466,0.167,53,0
57,49595.47,Employed,608,5351.7,0.246,0,0.14,0.026,16,0
22,88863.34,Retired,752,14317.27,0.34,2,0.754,0.106,20,0
31,57210.65,Employed,619,17051.19,0.297,1,0.198,0.11,2,0
41,40760.69,Employed,718,11769.14,0.126,4,0.546,0.196,38,0
31,20887.79,Self-Employed,682,8976.28,0.232,1,0.0,0.117,24,0
27,15753.64,Employed,645,9436.05,0.47,2,0.297,-0.048,65,0
69,138425.92,Employed,712,12381.6,0.29,0,0.0,0.284,27,0
64,57196.95,Employed,783,25556.06,0.231,0,0.17,0.108,30,0
42,36605.85,Employed,727,36913.52,0.357,0,0.452,0.12,24,0
31,58379.99,Employed,690,32665.36,0.423,2,0.426,0.091,36,0
30,30520.78,Self-Employed,802,5788.08,0.448,0,0.192,0.121,55,0
66,41539.47,Employed,554,8403.56,0.401,0,0.371,0.133,3,0
37,30623.71,Unemployed,597,21905.17,0.531,1,0.428,0.161,52,1
21,24181.98,Retired,645,32222.95,0.357,0,0.221,0.087,6,1
40,17111.53,Unemployed,786,8266.06,0.315,0,0.51,-0.092,31,0
43,22052.28,Retired,751,16481.0,0.481,1,0.392,0.064,19,0
52,81686.49,Retired,551,7486.71,0.244,2,0.242,0.082,20,0
37,29928.28,Unemployed,647,17429.04,0.289,1,0.764,0.044,14,1
67,64051.71,Employed,581,10035.97,0.111,2,0.274,0.012,41,0
53,79088.57,Employed,677,16477.54,0.622,0,0.125,0.06,28,0
70,49428.86,Self-Employed,748,7136.07,0.663,1,0.578,0.167,43,0
39,42222.83,Unemployed,753,5539.58,0.324,0,0.499,0.124,45,0
53,52392.12,Unemployed,700,94747.34,0.465,0,0.0,-0.01,31,1
39,39802.69,Self-Employed,648,15392.02,0.455,0,0.0,-0.042,45,0
55,89496.49,Unemployed,673,53147.51,0.378,1,0.466,-0.043,36,0
58,125275.04,Self-Employed,731,36513.22,0.532,0,0.206,0.118,28,0
37,101205.25,Self-Employed,850,5533.83,0.16,0,0.428,-0.022,49,0
67,16717.62,Employed,591,18344.24,0.322,1,0.274,0.091,57,1
63,39398.64,Employed,799,6790.73,0.037,1,0.478,0.15,54,0
65,49122.85,Employed,698,12360.74,0.198,0,0.528,0.13,9,0
31,61791.99,Employed,742,4765.04,0.106,1,0.0,0.07,36,0
56,20668.02,Employed,694,5741.43,0.074,0,0.14,0.222,55,0
26,20502.01,Employed,785,8840.74,0.276,0,0.713,0.049,17,0
26,94220.67,Retired,705,10641.88,0.405,0,0.458,0.109,34,0
69,37065.44,Employed,631,15112.78,0.25,1,0.515,0.067,24,0
28,23302.05,Self-Employed,714,7929.04,0.268,0,0.873,0.082,39,0
64,28231.1,Employed,765,16148.54,0.24,1,0.623,0.163,79,0
42,59589.66,Unemployed,680,29186.43,0.371,1,0.388,0.149,35,0
36,32491.25,Employed,524,17401.89,0.259,0,0.114,-0.048,32,1
24,55315.74,Employed,671,14180.26,0.199,1,0.664,0.015,68,0
54,30050.55,Self-Employed,687,18123.73,0.49,0,0.67,0.164,38,1
57,20494.26,Employed,677,6241.72,0.219,1,0.429,-0.007,26,0
44,99926.49,Employed,643,26139.54,0.159,0,0.808,0.016,10,0
61,59819.98,Self-Employed,779,7197.01,0.461,1,0.462,0.125,51,0
37,41486.55,Unemployed,502,37463.33,0.097,1,0.414,0.175,17,1
48,37771.84,Employed,687,23445.92,0.534,3,0.664,0.165,32,1
35,101971.66,Retired,688,20618.36,0.196,1,0.509,-0.031,41,0
50,65891.52,Employed,837,21164.04,0.362,1,0.568,0.076,45,0
27,86977.65,Employed,679,14748.03,0.201,0,0.0,0.067,10,0
44,36612.82,Employed,713,9211.14,0.352,0,0.479,0.049,19,0
48,50278.52,Employed,689,8391.16,0.272,2,0.29,-0.028,38,0
48,59940.01,Employed,687,42227.85,0.203,4,0.276,0.207,11,0
43,37233.55,Unemployed,812,15708.89,0.109,0,0.348,0.088,45,0
53,46734.31,Employed,597,7563.15,0.269,0,0.247,0.019,15,0
46,36614.32,Retired,630,20131.21,0.421,2,0.558,0.126,31,0
35,59845.98,Employed,737,18137.38,0.451,1,0.133,0.084,27,0
31,25318.81,Employed,699,12117.38,0.242,0,0.001,0.165,47,0
53,65250.24,Employed,659,8614.36,0.243,2,0.366,0.058,27,0
67,57259.94,Employed,675,22956.02,0.324,0,0.692,0.063,46,0
58,44282.54,Employed,749,26046.23,0.35,0,0.283,0.1,52,0
52,61375.04,Self-Employed,716,17915.8,0.35,0,0.34,0.153,34,0
67,40844.59,Self-Employed,627,15412.38,0.285,0,0.335,0.019,39,0
65,35064.15,Employed,698,9233.25,0.295,1,0.953,-0.014,24,0
46,64335.26,Employed,676,19690.74,0.307,0,0.606,0.139,18,0
26,65742.9,Employed,715,10088.83,0.0,0,0.267,0.121,16,0
52,38038.91,Employed,656,6880.98,0.289,2,0.354,0.102,36,0
52,36441.88,Self-Employed,589,29008.9,0.467,1,0.226,0.105,26,0
34,44735.08,Employed,730,7959.01,0.559,1,0.809,0.101,41,0
63,37197.51,Unemployed,721,4730.75,0.526,1,0.061,0.206,31,0
64,105088.65,Retired,786,32383.66,0.364,1,0.184,0.115,27,0
37,57425.16,Employed,581,5184.02,0.172,0,0.595,0.083,32,0
44,49379.97,Retired,675,11686.11,0.268,0,0.774,0.015,3,0
30,30749.76,Self-Employed,663,7651.3,0.236,0,0.396,0.068,49,0
29,70933.26,Employed,650,9563.6,0.139,1,0.339,0.143,30,0
34,36105.39,Unemployed,564,56074.83,0.209,0,0.408,0.158,29,1
39,35370.25,Employed,600,13891.9,0.241,0,0.416,-0.019,59,0
34,72135.92,Self-Employed,700,18323.56,0.141,0,0.862,0.169,30,0
28,59495.82,Self-Employed,643,23725.19,0.49,1,0.496,0.089,44,0
43,14020.51,Retired,618,10015.67,0.441,0,0.318,0.287,5,0
52,45302.37,Self-Employed,787,28143.85,0.343,0,0.487,0.196,25,0
37,52195.93,Unemployed,850,18501.47,0.407,3,0.606,0.084,52,0
47,41365.48,Employed,676,23208.69,0.396,1,0.192,0.005,48,0
34,53113.26,Retired,567,9558.07,0.24,0,0.456,0.015,45,0
56,19834.06,Self-Employed,710,19271.72,0.62,0,0.405,0.055,23,0
53,12000.0,Self-Employed,524,14685.8,0.235,0,0.147,0.241,38,1
69,30099.56,Unemployed,579,29081.33,0.1,1,0.307,0.073,29,0
23,56450.73,Employed,711,10676.48,0.374,0,0.294,0.115,40,0
63,12000.0,Employed,576,49977.55,0.435,1,0.29,0.086,48,1
38,32151.9,Unemployed,658,18092.16,0.305,1,0.812,0.081,38,0
24,18743.82,Retired,569,13696.14,0.537,1,0.404,0.064,51,0
55,43420.54,Self-Employed,684,12767.84,0.377,3,0.476,0.214,52,0
29,130476.66,Employed,764,14704.27,0.227,2,0.544,0.166,17,0
29,43976.56,Employed,634,10125.41,0.261,2,0.385,-0.017,6,0
69,46455.43,Employed,679,22027.11,0.372,2,0.302,-0.035,50,0
32,74579.09,Employed,619,14659.6,0.362,1,0.728,0.162,36,0
48,49545.83,Retired,624,47390.01,0.532,0,0.73,0.183,56,0
31,44024.61,Employed,618,11384.48,0.475,0,0.6,0.023,40,0
27,77911.04,Employed,739,13733.76,0.115,0,0.376,0.063,59,0
21,62065.38,Employed,574,11377.73,0.325,1,0.477,0.185,46,0
21,56631.06,Retired,655,45316.45,0.164,0,0.221,0.148,41,0
44,45734.58,Employed,711,6201.6,0.569,0,0.422,0.098,29,0
42,41231.91,Employed,748,15618.08,0.204,2,0.141,0.143,27,0
22,77542.81,Employed,713,17814.89,0.38,2,0.575,0.078,8,0
38,41430.34,Employed,675,7503.96,0.245,0,0.762,0.065,44,0
34,90728.47,Employed,637,72107.41,0.053,0,0.152,0.183,23,0
49,29039.92,Self-Employed,749,8447.8,0.162,0,0.786,0.045,31,0
70,100397.44,Employed,615,15064.77,0.313,0,0.538,0.061,34,0
55,62070.12,Employed,616,40555.1,0.435,0,0.229,0.234,27,0
66,30204.09,Employed,781,11789.45,0.43,2,0.456,0.029,38,0
30,63227.17,Employed,707,16093.6,0.15,0,0.738,0.231,2,0
31,35413.51,Employed,710,12005.69,0.397,0,0.673,0.112,35,0
58,49847.02,Self-Employed,725,14300.24,0.492,0,0.666,0.099,45,0
36,38433.56,Employed,673,28250.73,0.427,0,0.318,0.14,8,0
63,45868.96,Employed,572,11465.02,0.296,0,0.194,0.165,24,0
44,78489.13,Self-Employed,699,3002.88,0.357,0,0.4,0.207,56,0
31,63529.26,Retired,679,14475.72,0.373,2,0.426,0.08,33,0
63,27926.11,Employed,616,15332.82,0.56,0,0.353,0.134,24,0
48,28737.32,Employed,598,16601.74,0.605,0,0.266,0.063,46,0
61,56127.87,Retired,677,13227.02,0.447,0,0.178,0.054,18,0
43,58197.26,Employed,578,8799.74,0.358,0,0.557,0.108,19,0
27,34988.6,Retired,669,12745.25,0.345,0,0.244,0.157,20,0
55,108625.1,Unemployed,660,42578.95,0.361,3,0.577,0.025,56,1
27,73625.56,Employed,671,14396.97,0.381,1,0.334,-0.03,19,0
54,35854.05,Employed,710,21845.39,0.273,0,0.379,0.016,34,0
41,34162.11,Retired,727,7940.74,0.645,2,0.141,0.06,53,0
60,43743.28,Employed,627,12396.23,0.231,0,0.488,0.201,19,0
64,41525.91,Employed,745,8100.11,0.544,2,0.339,0.031,8,0
41,91865.31,Employed,664,32086.92,0.02,0,0.163,0.138,67,0
65,80198.61,Employed,811,5805.33,0.309,1,0.35,0.189,37,1
26,49887.95,Unemployed,636,18461.47,0.299,3,0.21,0.037,25,1
26,68799.57,Self-Employed,559,18114.13,0.384,0,0.053,0.207,33,0
70,73975.38,Employed,743,17423.29,0.295,1,0.566,0.144,46,0
49,50469.8,Employed,712,3615.81,0.558,1,0.147,0.021,11,0
43,59952.59,Self-Employed,770,4386.28,0.314,0,0.5,0.067,28,0
28,65979.13,Employed,703,15839.05,0.196,0,0.903,0.035,47,0
35,62555.09,Self-Employed,850,8485.63,0.205,2,0.193,0.077,58,0
55,33209.73,Self-Employed,666,10039.54,0.279,0,0.503,0.13,57,0
62,34931.53,Employed,758,11444.63,0.459,0,0.311,0.046,37,0
66,42433.89,Retired,641,7849.61,0.486,1,0.455,0.127,58,0
41,34429.46,Employed,717,7078.48,0.17,0,0.01,0.112,9,0
43,23469.33,Employed,731,14764.29,0.23,0,0.49,0.013,37,0
29,68732.4,Employed,742,4704.86,0.19,0,0.423,0.128,2,0
25,58291.06,Employed,738,10900.01,0.307,0,0.93,0.184,57,0
42,25092.31,Employed,437,9892.69,0.494,2,0.0,0.079,42,0
49,43457.63,Employed,675,14556.43,0.376,0,0.294,0.157,62,0
26,44705.74,Self-Employed,637,61840.11,0.433,0,0.5,0.016,26,0
41,53689.47,Self-Employed,652,8191.33,0.462,0,0.594,0.221,14,0
53,28539.34,Employed,659,18841.59,0.262,0,0.373,0.147,47,0
61,24909.46,Self-Employed,753,16856.24,0.158,0,0.678,0.154,32,0
67,63567.79,Self-Employed,695,20659.65,0.262,0,0.414,0.045,52,0
38,22765.9,Employed,642,12991.17,0.473,0,0.43,0.155,47,0
40,43637.33,Retired,570,35062.01,0.44,0,0.019,0.131,30,0
64,41646.03,Employed,795,22274.07,0.362,2,0.529,0.158,35,0
55,46090.3,Employed,631,22487.69,0.492,1,0.734,0.202,31,0
34,55623.38,Employed,670,6319.85,0.372,0,0.182,0.059,35,0
55,109019.86,Employed,840,15643.39,0.3,1,0.303,0.202,27,0
28,22032.06,Employed,633,10873.53,0.115,1,0.088,0.159,44,0
43,75984.97,Employed,659,8804.5,0.541,0,0.502,0.005,9,0
36,13959.58,Employed,697,10138.76,0.336,1,0.364,0.231,6,0
70,98405.85,Retired,560,14277.62,0.282,1,0.578,0.057,28,0
22,17651.31,Self-Employed,551,19420.0,0.335,1,0.383,0.116,25,1
63,165743.6,Self-Employed,644,26607.86,0.575,1,0.379,0.119,27,0
35,40340.7,Self-Employed,646,25869.42,0.499,2,0.386,0.023,54,0
22,93450.91,Self-Employed,690,17599.34,0.296,0,0.437,0.169,37,0
54,84295.02,Employed,607,15265.86,0.42,1,0.405,0.065,47,0
